Incidence,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16
0,-0.0476,-0.0916,0.00722,0.0122,-0.422,-0.227,-0.237,NA,-0.704,0.454,-0.665,-0.572,0.426,-1.15,-0.851,-0.217
0,-0.0827,0.137,-0.739,-0.613,-0.209,1.43,1.24,NA,0.632,-1.09,1.26,0.352,0.206,2.14,0.484,-0.132
0,-0.2,0.0168,0.238,0.234,0.515,-0.239,-0.256,NA,0.415,0.537,-0.241,-0.572,0.522,-0.238,0.444,0.185
0,-0.127,-0.0478,0.195,0.169,0.487,-0.334,-0.378,0.26,0.446,-0.493,-0.45,-0.341,0.787,0.295,NA,0.051
0,0.0307,0.171,0.544,0.485,0.78,-1.07,-1.2,-0.114,0.695,-0.903,0.602,0.311,-0.182,0.0356,0.719,0.158
0,0.0424,0.163,0.193,0.154,0.417,-1.06,-0.968,1.23,-0.751,-0.474,-0.0394,0.804,-0.416,0.89,-0.32,-0.0174
0,0.0872,-0.232,-0.745,-0.636,-0.192,1.72,1.73,-0.373,-0.827,1.2,-1.05,0.337,0.0246,-0.573,-0.321,0.0498
0,0.1,0.0932,-0.195,-0.201,NA,0.367,0.373,NA,0.577,-0.531,0.85,-0.5,0.0542,-0.691,-0.615,-0.0325
0,0.0888,-0.0147,-0.263,-0.238,-0.158,0.146,0.212,-1.36,-0.459,1.1,-0.553,-0.0923,-0.0839,-1.42,-0.642,-0.145
0,-0.00626,-0.117,0.4,0.329,NA,-0.391,-0.379,-0.277,-0.613,0.54,-0.313,-1.27,1.19,-0.356,0.0038,-0.777
0,-0.0243,-0.0282,0.098,0.0973,0.213,-0.899,-0.945,-0.484,0.268,-0.769,-0.293,-1.52,0.876,-0.378,0.0227,0.0953
0,-0.205,0.0115,-0.224,-0.171,0.0774,-0.209,-0.195,0.677,1.48,-1.44,0.186,-0.00165,1.02,1.19,0.938,0.336
0,0.0932,0.135,-0.439,-0.387,0.247,-0.0337,0.0278,1.42,1.04,-0.7,-0.169,0.225,-0.242,NA,1.56,-1.4
0,0.0591,0.074,-0.33,-0.271,0.527,0.399,0.364,-0.0537,0.538,0.579,-0.415,-0.257,0.151,-0.0118,0.623,NA
0,-0.0391,-0.452,-0.442,-0.404,-0.358,0.576,0.515,NA,-0.0838,0.364,0.19,-1.13,1.37,-0.0545,0.362,0.0554
0,0.109,0.203,-0.00582,-0.00514,0.601,0.268,0.228,0.332,-0.0251,-0.283,-0.0294,0.191,-0.299,0.256,0.319,NA
0,0.122,0.211,-0.16,-0.108,0.546,0.158,0.155,NA,-0.0963,1.07,1.25,0.448,-0.784,0.38,0.853,-0.458
0,0.127,0.182,0.419,0.367,0.764,-0.312,-0.279,2.28,-0.155,-0.794,-0.718,-0.00376,-0.423,1.93,1.66,-0.491
0,-0.0688,0.0448,-0.436,-0.361,0.669,0.684,0.676,NA,1.1,0.952,-0.0694,0.438,0.257,0.522,0.803,0.187
0,0.158,-0.00231,0.287,0.256,0.193,0.0367,0.0287,NA,-1.19,-0.279,-0.804,0.366,-0.692,-0.869,NA,0.513
0,0.00353,0.255,0.32,0.269,NA,-0.459,-0.468,-1.13,-0.697,-0.482,-0.152,-0.643,0.366,NA,-1.18,0.834
0,-0.0584,0.0658,-0.368,-0.361,-0.535,0.358,0.465,NA,-1.5,0.36,-0.279,0.599,0.34,NA,-1.01,0.457
0,0.141,0.133,0.339,0.291,0.804,-0.336,-0.371,0.157,0.496,-0.246,-0.0121,0.773,-0.575,NA,0.432,NA
0,0.49,0.0476,-0.882,-0.741,0.034,2.2,2.09,-0.351,-0.283,0.431,-0.615,-1,0.204,-0.237,-0.106,-0.131
0,-0.00152,0.196,-0.351,-0.292,0.569,0.239,0.304,1.74,0.7,-0.926,-0.00288,-0.175,-0.533,1.89,NA,-0.547
0,0.0433,-0.195,0.121,0.081,-0.513,-0.163,-0.0834,0.283,-0.265,2.56,-0.551,-0.494,0.563,0.0678,0.435,-0.844
0,0.0288,0.104,-0.248,-0.212,NA,0.318,0.355,-0.442,-0.732,0.351,-0.245,0.0299,-0.316,-0.478,0.377,-0.353
0,0.0664,0.161,0.147,0.128,0.969,-0.0702,-0.0617,-0.0987,-0.405,-0.0129,-0.385,-0.483,-0.485,-0.0541,0.247,-0.0918
0,-0.0912,-0.354,-0.965,-0.804,-0.106,1.27,1.21,0.685,0.312,0.56,-0.377,-0.891,1.11,NA,NA,-0.391
0,-0.0198,0.109,-0.438,-0.378,0.62,0.724,0.678,-0.336,-0.457,0.321,-0.61,-0.215,0.375,-0.373,0.000411,NA
0,0.0866,0.207,-0.153,-0.13,0.733,-0.389,-0.332,-0.126,0.61,-0.917,0.766,0.476,-0.817,0.0237,0.438,-0.112
0,0.0752,0.0611,0.926,0.804,0.187,-1.61,-1.58,NA,-0.317,0.166,-0.908,0.402,-0.564,0.827,0.823,0.0542
0,-0.193,0.0471,-0.135,-0.0999,0.522,0.802,0.753,-0.00474,1.66,-0.996,0.338,-0.698,-0.0201,0.362,1.12,-0.212
0,-0.104,-0.108,0.126,0.103,-0.408,-0.551,-0.499,1.56,-0.234,-0.235,-0.522,-0.766,0.742,NA,NA,-0.578
0,0.0465,0.23,0.307,0.266,0.674,-0.346,-0.398,-0.177,-0.666,-0.835,0.734,-0.205,-0.127,-0.132,-0.27,NA
0,0.256,-0.041,-0.023,-0.023,0.0957,0.276,0.291,-0.706,-0.0324,0.404,-0.974,-0.124,0.256,-0.781,-0.583,0.243
0,0.0793,0.124,0.733,0.631,0.619,-1.08,-1.02,NA,-0.08,0.739,-0.285,0.309,-0.773,0.32,0.355,-0.418
0,-0.22,0.0773,-1.21,-1.04,NA,1.36,1.48,0.0544,2.01,-1.31,0.474,1.15,0.715,0.226,0.549,-0.276
0,0.0733,0.118,0.257,0.226,0.218,-0.774,-0.767,0.00251,-0.603,-0.677,-0.741,-0.174,-0.306,-0.132,0.322,0.208
0,-0.0571,0.173,0.154,0.139,0.285,-0.336,-0.249,1.47,0.39,-0.234,0.217,-0.116,0.0391,NA,0.187,-0.421
0,-0.0423,-1.01,-0.0651,-0.0602,-3.45,-0.399,-0.373,3.07,-1.94,2.54,-1.36,0.69,-0.077,NA,-0.528,-1.6
0,-0.139,0.16,-1.2,-1.03,0.52,0.543,0.559,NA,1.3,-1.72,0.864,-0.387,0.212,0.209,0.695,NA
0,-0.132,-0.346,0.0938,0.0458,NA,0.133,0.149,0.546,-1.89,1.18,-0.319,1.25,-1.41,0.239,0.0925,NA
0,-0.602,-0.441,-0.64,-0.523,-0.669,0.54,0.589,0.531,-0.131,-0.491,-1.09,-0.56,1.76,0.294,0.0679,-0.517
0,0.00416,0.142,0.136,0.129,0.396,-0.142,-0.122,1.29,-0.263,0.134,-0.623,-0.259,-0.137,1.12,0.668,-0.267
0,-0.334,-0.306,-0.224,-0.237,NA,-0.867,-0.829,-0.871,-1.59,1.35,-0.841,0.181,0.447,-1.03,-1.01,0.476
0,0.121,-0.0641,0.604,0.494,-0.375,-0.953,-0.876,-1.03,-0.416,1.13,-0.642,-0.861,0.19,-1.12,-1.37,0.571
0,0.182,0.161,0.105,0.111,0.326,0.484,0.45,-0.69,0.101,0.359,0.529,0.71,-0.0245,NA,0.759,0.0926
0,0.0872,0.162,0.536,0.463,0.0936,-0.726,-0.706,-0.783,-0.463,-0.514,-0.471,-0.875,0.203,-0.772,-0.933,0.273
0,0.123,0.256,0.19,0.157,0.501,-0.134,-0.0791,1.74,0.807,-1.18,0.791,-0.109,-0.611,1.84,0.755,-0.824
0,0.0278,0.0431,0.681,0.576,-2.6,-0.569,-0.504,-1.84,-1.9,0.454,-0.583,-0.469,-0.0532,-1.89,-1.21,1.26
0,0.142,0.11,-0.0716,-0.0515,0.427,-1.87,-1.79,-0.81,-0.123,-0.2,-0.677,-0.514,-0.0011,-0.862,0.0529,NA
0,0.0294,0.212,-0.178,-0.175,0.327,-0.188,-0.00298,-0.149,1.56,-0.496,2.49,-0.345,-0.499,-0.0428,0.0648,-0.686
0,0.0623,0.0944,0.136,0.12,0.509,-0.0574,-0.0501,0.781,0.0436,1.96,-0.66,-0.0953,-0.127,0.466,0.755,NA
0,-0.011,-0.394,0.275,0.223,-2.8,-0.171,-0.154,NA,-1.85,1.3,-1.07,-0.995,0.887,-1.96,NA,2.31
0,0.107,0.234,0.238,0.218,0.473,-0.946,-0.943,0.789,0.732,-0.463,0.513,-0.225,-0.531,NA,0.666,-0.371
0,0.0828,0.153,0.115,0.0978,0.572,-0.675,-0.623,-0.218,1.35,-0.206,1.84,-0.14,-0.131,-0.0565,-0.0304,-0.661
0,-0.109,-0.129,-0.499,-0.476,-0.0574,0.654,0.595,0.232,-0.635,0.348,0.59,1.75,-0.544,0.182,-0.204,0.0709
0,0.0389,0.156,0.285,0.222,0.507,-0.209,-0.186,-0.325,0.927,-0.631,0.56,-0.343,0.415,-0.0735,0.0885,0.293
0,-0.291,-0.19,0.0736,0.0555,NA,0.832,0.889,-0.74,-0.242,-0.649,-0.981,-0.418,1.08,NA,-0.681,NA
0,0.0563,0.158,0.515,0.451,0.787,-0.469,-0.455,NA,-0.114,-0.102,-0.47,-0.277,-0.164,NA,-0.189,NA
0,-0.000257,-0.0566,-1.21,-1.08,0.866,1.73,1.72,-0.679,0.233,-0.297,-0.205,1.53,-0.962,-0.711,0.264,0.265
0,0.0108,0.164,0.687,0.583,0.0677,-1.15,-1.07,-0.584,-0.867,-0.162,-0.129,-0.366,0.399,-0.632,-0.78,-0.184
0,-0.325,-0.148,-0.0906,-0.0719,0.0496,1.06,0.901,-0.524,0.278,-0.0704,0.353,-0.323,1.17,NA,-0.851,1.58
0,0.0234,0.217,0.0185,0.0321,NA,-0.863,-0.909,1.3,1.62,-0.49,0.374,0.0636,-0.36,1.59,2.29,-0.922
0,0.0556,-0.195,0.738,0.627,-1.5,-1.08,-1.03,-1.59,-0.739,0.747,-1.18,-0.257,0.132,-1.67,-1.7,3.25
0,0.212,-0.333,-0.327,-0.282,-0.276,1.03,1.05,-1.19,-0.365,0.913,-1.19,-0.554,0.503,-1.3,-1.88,1.71
0,0.0837,0.177,0.319,0.28,0.46,-0.5,-0.403,0.752,-0.198,-0.422,0.0274,0.249,-0.378,0.557,NA,NA
0,0.183,0.00749,0.129,0.121,-0.937,-0.0834,-0.0929,0.265,-1.54,0.106,-1.28,-0.687,0.961,-0.0382,-0.344,0.554
0,-0.692,-0.248,-0.22,-0.196,-0.139,-0.355,-0.391,-1.11,0.0575,-0.3,0.0289,-0.414,0.966,-1.11,-1.32,0.0984
0,0.0329,-0.252,0.0582,0.0545,-0.898,-0.0552,-0.0754,0.46,-0.812,0.944,-1.16,0.49,0.334,0.155,-0.929,0.0985
0,0.285,0.1,-0.334,-0.298,0.119,-0.0569,-0.0147,0.198,0.155,0.956,-1,-0.232,-0.324,0.0464,0.16,-0.192
0,-0.135,-0.0352,-0.684,-0.563,0.179,0.751,0.691,-0.38,-0.546,-0.492,-0.901,-1.45,1.27,NA,-0.517,0.237
0,0.165,0.0423,0.498,0.437,0.436,-0.335,-0.344,NA,-0.214,-0.297,-0.723,0.193,-0.309,-0.216,0.263,0.433
0,0.0465,0.148,-0.305,-0.255,0.819,0.274,0.287,0.74,-0.0632,0.419,-0.927,-0.136,-0.284,0.623,0.624,-0.163
0,0.0698,-0.201,-0.023,-0.0138,-2.41,-0.447,-0.426,-1.04,-1.7,0.937,-1.21,0.4,0.0795,-1.16,-1.94,2.35
0,0.147,0.26,1.05,0.906,0.784,-1.66,-1.65,0.0259,1.02,-0.904,0.255,-0.0427,-0.81,0.0219,NA,-0.371
0,-0.317,-0.141,-1.35,-1.17,0.387,1.15,0.861,-0.399,1.77,-1.22,1.15,0.0455,2.81,-0.127,0.414,0.547
0,0.0493,0.18,0.318,0.279,0.844,-0.51,-0.446,NA,0.173,-0.225,-0.715,-0.357,-0.562,NA,0.324,0.0516
0,-0.218,-0.106,-1.37,-1.15,NA,1.17,0.988,0.00519,-0.0559,-1.05,-0.122,0.423,0.504,0.241,1.03,-0.0146
0,0.181,0.156,0.122,0.084,1,0.273,0.325,-1.11,-0.109,0.234,-0.074,0.634,-0.892,NA,-0.272,0.107
0,0.163,0.263,1.28,1.09,0.627,-2.18,-2.08,0.615,-0.51,0.288,0.372,0.203,-0.722,0.431,NA,-0.429
0,0.0143,-1.66,0.384,0.119,-1.76,-0.998,-0.902,NA,-0.486,-0.367,6.4,-0.182,6.19,NA,-1.12,0.267
0,-0.0861,0.00955,0.153,0.104,NA,-0.368,-0.318,0.204,-0.548,-0.497,-0.8,0.00993,0.188,0.0896,NA,0.00702
0,0.158,0.189,-0.436,-0.379,0.843,0.382,0.454,-0.0421,0.0136,0.186,0.203,0.622,-0.821,-0.0203,0.605,-0.294
0,0.151,0.229,0.83,0.72,0.814,-1.56,-1.51,-0.191,0.104,0.463,0.353,-0.167,-0.507,-0.113,-0.274,-0.0713
0,0.0541,0.189,0.193,0.175,0.574,0.0661,0.0643,0.811,0.184,0.178,1.12,-0.26,-0.484,0.689,0.201,-0.246
0,0.0771,0.143,0.249,0.226,0.529,-0.134,-0.159,-0.264,-0.186,-0.327,-0.836,-0.302,-0.186,-0.275,0.101,0.1
0,0.107,0.209,0.284,0.23,0.638,-0.255,-0.141,-0.44,1.44,-0.741,1.46,0.416,-0.23,-0.0305,0.342,NA
0,-0.332,-0.112,-0.368,-0.302,-0.00902,0.784,0.617,0.0117,-0.222,-1.1,-0.576,-0.781,1.05,0.0677,NA,-0.538
0,-0.0495,0.184,0.312,0.275,0.383,-0.411,-0.43,-0.0123,-0.387,-0.918,-0.649,0.0743,-0.113,NA,-0.00702,0.338
0,-0.0388,0.193,-0.29,-0.243,0.725,0.394,0.252,0.472,2.6,-0.846,0.887,0.518,-0.588,0.739,1.11,-0.577
0,-0.228,-0.304,-0.324,-0.226,-0.962,0.471,0.399,NA,-0.592,2.44,-0.885,0.0919,0.0193,1.03,-0.0314,NA
0,-0.119,-0.628,0.222,0.197,-2.14,-0.686,-0.664,0.0515,-1.78,1.12,-1.21,0.494,-0.682,-0.242,-1.08,0.401
0,-0.155,-0.125,-0.964,-0.812,0.444,2.11,1.97,0.942,0.408,0.458,-0.371,-0.78,0.953,0.815,1.2,-0.009
0,-0.197,0.056,-0.18,-0.153,NA,0.209,0.233,0.599,0.317,-0.877,-0.578,-1.35,1.12,0.616,0.57,-0.197
0,0.12,-0.0557,0.146,0.127,0.469,0.502,0.558,-0.653,0.00597,0.371,-0.984,-0.485,0.302,-0.716,-0.228,0.42
0,0.212,0.284,0.737,0.629,0.647,-1.57,-1.49,-0.52,-0.304,-0.243,-0.53,-0.245,-0.459,-0.535,0.431,NA
0,0.0673,0.0457,0.238,0.226,-0.027,0.186,0.142,0.265,-0.442,0.124,-1.23,0.122,0.476,0.0745,0.0816,0.57
0,-0.0119,0.1,0.508,0.425,0.217,-0.836,-0.732,-0.661,2.03,-1.58,0.684,-0.152,-0.0469,-0.401,-0.436,-0.406
0,0.133,0.181,0.62,0.536,-0.0738,-1.51,-1.46,-1.2,-0.824,1.23,-1.29,-0.0305,-0.595,-1.32,NA,0.852
0,0.122,0.195,0.629,0.544,0.814,-0.897,-0.84,0.662,0.4,0.248,-0.16,0.273,-0.403,0.632,0.595,NA
0,0.0335,-0.0099,-0.451,-0.382,-0.135,0.0986,0.0728,NA,-0.447,-0.505,0.587,0.18,-0.374,0.792,0.136,-0.534
0,0.157,0.144,0.17,0.143,-1.22,-0.386,-0.326,-1.51,-1.81,1.95,-0.973,0.109,-0.578,-1.6,-1.16,-0.42
0,-0.614,-0.629,-0.0396,0.00352,-0.494,0.386,0.338,2.89,-0.48,2.35,-1.23,0.675,0.635,2.23,NA,0.778
0,-0.0628,0.192,-0.569,-0.487,0.38,0.387,0.375,-0.198,0.327,-0.506,0.489,0.233,-0.494,0.0464,0.109,0.145
0,0.0421,0.131,0.21,0.189,0.279,0.199,0.213,-0.618,-0.0177,-0.911,0.12,0.0838,-0.371,-0.413,-0.609,NA
0,0.135,0.259,1.04,0.899,0.782,-1.74,-1.75,1.18,0.853,-0.433,0.182,-0.219,-0.76,1.27,0.857,-0.745
0,0.146,0.233,0.59,0.514,0.791,-1.04,-0.932,-0.268,0.31,-0.579,0.882,-0.304,-0.637,-0.118,0.071,-0.401
0,-0.106,-0.254,-0.0278,-0.0235,NA,0.335,0.363,-0.347,-0.834,0.443,-1.23,0.337,-0.0446,-0.49,-0.661,NA
0,0.0503,-0.103,0.743,0.618,0.0928,-1.25,-1.05,-1.54,-0.349,0.678,0.826,0.381,-0.0918,-1.6,-2.56,1.1
0,-0.0558,0.044,0.134,0.13,0.586,0.0353,0.0601,0.42,0.128,-0.225,-0.756,-0.0528,0.149,NA,0.794,-0.0816
0,0.0632,0.219,0.47,0.396,0.324,-0.916,-0.845,-0.35,0.347,-1.2,0.459,-0.244,-0.38,-0.156,-0.149,NA
0,-0.148,-0.193,-0.681,-0.524,0.443,1.25,1.05,NA,0.422,-0.717,0.711,0.956,0.674,-0.559,-0.744,0.424
0,0.0515,0.0168,0.111,0.0917,0.308,-0.132,0.00186,-0.18,1.81,-0.431,1.17,-1.75,1.07,-0.0116,0.327,-0.61
0,-0.184,-0.795,0.678,0.59,-1.92,-0.589,-0.558,0.491,-1.31,1.87,-1.33,-0.0242,0.213,0.153,-0.914,-0.764
0,-0.235,-0.0523,-0.0278,-0.0316,0.784,-0.268,-0.163,-0.453,1.28,-1.68,-1.04,-2.28,0.851,-0.457,1.01,0.495
0,-0.219,0.0127,-0.206,-0.142,0.186,0.308,0.499,-1.32,-0.499,-0.526,0.0428,0.124,-0.128,-1.24,NA,NA
0,0.0796,0.206,-0.236,-0.204,NA,0.04,0.0961,0.0514,0.263,-1.2,-0.449,-0.235,-0.451,NA,0.607,-0.497
0,0.0215,0.0378,0.629,0.562,-0.228,-0.773,-0.801,0.0145,-0.416,0.41,-0.751,-0.32,0.0999,-0.0933,-0.735,NA
0,0.0105,0.198,0.416,0.356,0.139,-0.91,-0.973,0.944,1.52,-1.19,1.3,0.587,-0.413,1.31,0.737,0.00674
0,0.0402,0.21,-0.0942,-0.0795,0.0732,-0.451,-0.458,NA,1.15,-1.48,0.473,0.148,-0.342,0.724,0.541,-0.397
0,0.172,0.0879,0.519,0.446,0.197,-0.934,-0.909,0.572,-0.668,-0.227,-1.32,0.23,-0.25,0.277,-0.161,0.0653
0,0.0989,0.247,0.668,0.574,0.808,-1.2,-1.17,NA,0.32,-1.3,-0.116,0.256,-0.774,0.647,NA,NA
0,0.0348,0.212,0.329,0.284,0.0669,-0.614,-0.584,-0.109,1.09,-1.45,1.37,0.139,-0.256,NA,0.185,0.288
0,-0.534,-0.388,-1.5,-1.2,-1.14,1.03,0.455,-1.33,-0.406,-1.1,2.06,6.28,4.09,NA,-0.294,0.0862
0,-0.0981,-0.00695,0.174,0.175,NA,-0.452,-0.472,-0.183,-0.279,-0.197,-0.814,0.454,0.178,-0.253,1.08,0.353
0,-0.00973,0.172,0.247,0.209,0.73,-0.76,-0.78,NA,0.843,-1.69,0.0631,-0.157,-0.154,0.573,1.3,-0.468
0,-0.0612,0.141,0.348,0.316,0.207,-0.00904,0.135,0.406,1.15,-0.383,1.83,0.638,-0.613,0.772,0.563,-1.4
0,-0.0602,-0.0793,0.211,0.198,0.127,0.235,0.204,NA,-0.189,0.282,-1.12,-0.418,0.557,-0.11,0.204,1.01
0,-0.065,0.119,-0.314,-0.28,0.395,0.552,0.668,0.257,0.92,-1.4,0.142,0.844,-0.401,0.36,1.04,-0.604
0,-0.0656,-0.082,-0.503,-0.416,-0.25,0.62,0.606,-0.364,-0.466,-0.331,-0.992,-0.52,0.293,-0.53,NA,-0.688
0,0.0828,-1.04,0.00663,0.00862,-1.8,-0.105,-0.0623,1.51,-1.08,2.23,-1.25,-0.254,0.49,1.04,0.84,-0.642
0,0.0711,-0.267,0.665,0.565,-3.11,-1.51,-1.48,2.63,-1.91,3.32,-1.2,0.276,0.199,2,NA,-2.06
0,0.133,0.225,0.558,0.48,0.847,-1.15,-1.1,-0.847,-0.465,1.08,0.228,0.622,-0.373,-0.858,-1.07,0.202
0,-0.00373,-0.401,-0.0865,-0.0754,-2.77,-0.237,-0.202,-0.789,-1.8,2,-1.16,-0.796,0.0965,-0.983,0.749,-1.92
0,-0.256,0.0767,-0.585,-0.509,0.318,0.964,0.817,-0.314,2.29,-0.476,2.36,-0.568,0.474,0.117,0.661,NA
0,0.0228,0.188,0.174,0.151,0.55,-0.0835,0.0241,-0.339,1.07,-0.72,1.26,0.385,-0.529,NA,0.189,-0.262
0,0.168,0.191,0.89,0.769,NA,-1.29,-1.24,NA,-0.0458,-0.878,-1.03,0.105,-0.68,-0.404,0.107,0.298
0,-0.0363,-1.02,-0.106,-0.0897,-2.34,-0.392,-0.365,-0.531,-1.64,0.39,-1.29,0.184,0.191,NA,0.0177,0.797
0,0.0629,-0.119,0.185,0.154,-0.781,-0.219,-0.191,NA,-0.58,1.65,-1.23,0.68,-0.101,-0.789,-1.03,0.132
0,0.00258,0.0992,-1.04,-0.859,0.258,1.11,1.08,0.49,-0.653,0.118,-0.277,0.438,-0.79,0.347,NA,-0.432
0,0.0398,-0.283,-0.306,-0.259,-2.45,-1.38,-1.33,-1.83,-0.577,1.74,-1.13,-0.664,0.155,-1.88,-3.1,7.8
0,0.0919,0.189,0.808,0.7,0.747,-1.67,-1.64,0.0284,0.677,-0.635,0.431,-0.152,-0.39,NA,0.634,NA
0,0.0774,0.0563,0.397,0.328,NA,-0.735,-0.688,-0.407,-0.857,0.566,-0.545,-0.658,0.0548,-0.54,-0.242,0.409
0,-0.0672,0.0274,0.743,0.671,-1.2,-1.53,-1.53,-1.27,-1.66,0.422,-0.429,0.302,-0.769,-1.39,-0.0745,-1.88
0,0.0417,0.0448,-0.1,-0.079,0.654,-0.106,-0.0926,-0.12,-0.00786,-0.712,-1.33,-0.173,-0.196,-0.297,NA,NA
0,0.055,-0.0793,0.689,0.586,-2.44,-0.69,-0.63,-0.0531,-1.38,0.205,-1.27,0.566,-0.0188,-0.264,-0.582,0.824
0,-0.0091,0.148,-0.00464,0.00709,0.458,0.411,0.457,-0.847,-0.336,-0.106,0.0318,0.144,-0.204,-0.789,NA,0.812
0,-0.0464,-0.0254,0.144,0.152,-0.0677,0.543,0.474,0.173,-0.533,0.45,-0.862,-0.137,-0.242,0.00302,-0.116,-0.0428
0,0.0657,0.183,-0.184,-0.165,0.382,-0.725,-0.664,-0.489,-0.304,-0.852,0.151,0.539,-0.123,-0.406,-0.328,0.474
0,0.0184,0.0976,-0.0218,-0.00463,0.716,0.535,0.562,NA,-0.5,-0.582,-0.629,0.593,-0.721,0.157,0.296,0.103
0,-0.00184,0.0447,0.012,-0.0087,0.719,0.28,0.36,-0.456,0.287,0.532,0.423,-0.555,0.145,-0.546,-0.0642,0.252
0,0.0578,0.17,0.192,0.17,0.568,-0.269,-0.262,NA,0.32,-1,-0.0737,0.0974,-0.213,NA,0.33,0.0856
0,-0.22,-1.78,0.425,0.401,-2.1,-1.09,-1.05,-1.14,-1.14,1.35,0.258,-4.71,1.75,NA,-0.52,-3.65
0,0.0471,0.226,0.544,0.465,0.48,-1.02,-0.955,0.462,1.02,-1.28,-0.624,-0.572,-0.256,0.334,0.669,-0.133
0,-0.176,0.194,-0.215,-0.187,NA,0.458,0.691,-0.861,2.23,-0.576,3.25,-1.33,0.345,-0.349,-0.695,-0.388
0,0.0686,0.207,-0.0106,-0.0245,0.835,0.12,0.147,NA,-0.109,-0.468,0.105,0.281,-0.117,-0.823,0.0517,0.17
0,0.0319,0.206,0.25,0.204,0.639,-0.404,-0.43,-0.275,0.643,-0.945,1.39,-0.0361,-0.854,-0.0735,0.319,0.0752
0,-0.173,-0.0819,-0.00701,-0.0342,NA,0.209,0.22,-1.21,-0.49,0.153,-0.276,-1.65,0.384,-1.25,-0.759,NA
0,0.00543,0.0127,-1,-0.87,0.632,0.714,0.758,-0.748,-0.0257,-1.27,-0.927,0.168,0.425,-0.741,-0.143,0.888
0,0.0313,0.0882,0.635,0.549,0.702,-1.02,-0.992,-0.612,-0.324,0.317,-0.935,-0.196,-0.195,-0.719,-0.356,0.365
0,0.0285,0.189,0.517,0.457,0.389,-0.652,-0.604,0.405,-0.0622,0.193,0.618,-0.711,-0.666,0.467,0.181,-0.617
0,-0.00594,0.198,-0.142,-0.124,0.309,-0.337,-0.577,0.319,4.34,-1.8,0.615,-0.157,-0.121,0.847,0.268,NA
0,-0.0239,0.0296,0.21,0.141,0.00784,0.829,0.87,0.978,-0.577,0.377,0.638,-1.66,0.462,0.84,1.14,-1.12
0,0.0907,0.203,0.315,0.265,0.769,-0.542,-0.556,NA,0.521,-0.474,0.449,-0.377,-0.459,NA,0.243,-0.357
0,0.156,0.182,-0.53,-0.441,NA,0.772,0.739,0.45,-0.222,0.0439,-0.606,-0.128,-0.415,0.399,0.793,-0.0912
0,0.073,0.0128,0.359,0.324,NA,-0.324,-0.32,-1.44,-1.79,0.832,-1.08,0.732,0.463,-1.54,NA,0.385
0,-0.0385,-0.246,-0.172,-0.156,0.0352,-0.4,-0.196,-0.802,1.03,-0.703,0.298,2.06,-1.83,-0.777,NA,-0.0521
0,0.0844,0.242,0.0292,0.0351,0.89,-0.947,-0.935,0.289,-0.633,0.541,-0.778,-0.0111,-0.426,0.242,0.0248,NA
0,-0.0981,-0.218,-0.438,-0.35,-2.06,0.32,0.338,-1.88,-1.65,0.629,-0.494,0.103,-0.165,-1.93,-2.29,4.5
0,0.147,0.169,0.864,0.748,0.288,-1.48,-1.47,-0.829,-0.352,-0.781,-0.0876,0.121,-0.697,NA,0.0967,NA
0,0.127,0.189,-0.0408,-0.0281,0.525,0.494,0.486,-0.173,-0.351,-0.633,-0.000399,-0.113,-0.0473,-0.0929,0.155,-0.0474
0,0.079,-0.106,0.177,0.156,0.31,-0.133,-0.112,NA,-0.381,1.09,-0.986,-0.916,0.273,NA,-1.09,1.89
0,-0.11,0.0804,0.0766,0.0585,0.548,1.17,1.17,-0.569,0.621,-1.75,-0.0672,0.105,0.768,-0.39,0.494,0.397
0,0.0253,0.145,0.102,0.102,0.587,0.348,0.308,1.82,0.219,0.692,-0.502,-0.849,0.213,1.63,NA,-0.59
0,0.0784,0.218,0.205,0.178,0.969,-1.13,-1.11,-0.0705,0.0378,-0.88,-0.292,-0.0495,-0.195,0.0202,0.518,0.103
0,0.288,0.189,-0.0817,-0.0551,0.53,0.786,0.779,1.55,0.0326,0.813,-0.396,0.104,-0.141,1.42,0.511,-0.316
0,-0.0344,0.199,-0.222,-0.175,0.818,-0.456,-0.455,-1.04,-0.139,-0.46,0.94,-1.17,0.191,-0.908,-0.468,-0.011
0,0.0146,-0.137,-0.0206,0.0117,NA,0.353,0.392,NA,-0.402,0.25,0.192,-0.941,0.997,-0.96,-0.498,-0.94
0,0.0294,0.206,0.308,0.263,0.551,-0.248,-0.391,-0.326,0.939,-1.24,0.753,-0.8,-0.557,0.0583,0.353,-0.293
0,0.0487,0.18,-0.145,-0.104,0.714,-0.0371,-0.0331,-0.0315,1.67,-0.29,0.894,-0.335,-0.118,0.5,NA,NA
0,-0.053,-0.0478,-1.35,-1.17,0.464,1.45,1.49,-0.848,-0.213,-0.38,-0.323,1.83,-0.828,-0.884,-1.12,1.25
0,0.169,-0.173,0.109,0.0942,-3.01,0.029,0.0468,-1.19,-1.8,-0.00726,-1.31,-0.0639,0.11,-1.32,-1.74,0.928
0,0.0989,0.181,0.199,0.174,0.73,0.246,0.232,-0.255,-0.0905,0.186,0.132,0.307,-0.852,-0.254,0.162,-0.0196
